LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
2944,919,MPLS_1,134,15,0.89,41,73,32800,7200
2945,919,Internet,219,17,8.0,38,38,3800,0
2946,920,MPLS_2,66,13,0.55,5,8,3500,7000
2947,920,MPLS_0,93,12,1.37,9,14,7200,8000
2948,920,Internet,186,18,1.0,6,6,600,0
2949,921,MPLS_1,85,7,0.52,37,66,25900,2100
2950,921,MPLS_2,96,13,1.3,179,291,107400,1800
2951,921,MPLS_0,79,7,0.54,43,79,34400,6400
2952,921,Internet,171,15,5.0,120,120,12000,0
2953,922,MPLS_0,66,11,0.59,9,17,7200,4000
2954,922,MPLS_1,137,13,1.88,59,115,41300,2100
2955,922,MPLS_2,85,10,0.62,10,19,7000,2100
2956,922,Internet,200,20,10.0,40,40,4000,0
2957,923,MPLS_1,109,16,1.48,48,77,28800,6000
2958,923,MPLS_2,65,13,0.45,19,37,15200,4800
2959,923,Internet,201,16,2.0,44,44,4400,0
2960,924,MPLS_0,88,13,1.12,31,55,21700,2100
2961,924,MPLS_1,76,12,0.62,7,13,4900,4200
2962,924,MPLS_2,88,7,0.64,6,10,4800,4000
2963,924,Internet,161,20,6.0,29,29,2900,0
2964,925,MPLS_0,83,7,0.51,9,14,7200,5600
2965,925,Internet,141,15,8.0,4,4,400,0
2966,926,MPLS_2,80,12,0.98,13,22,7800,6000
2967,926,MPLS_1,87,7,0.47,4,6,2400,3600
2968,926,MPLS_0,82,12,0.75,2,3,1400,7000
2969,926,Internet,208,12,7.0,7,7,700,0
2970,927,MPLS_2,84,13,1.41,27,48,21600,8000
2971,927,MPLS_1,89,9,0.41,9,14,7200,7200
2972,927,Internet,209,20,7.0,14,14,1400,0
2973,928,MPLS_2,73,10,0.44,24,46,12000,4500
2974,928,MPLS_0,144,12,1.97,60,95,48000,3200
2975,928,Internet,189,16,8.0,52,52,5200,0
2976,929,MPLS_2,89,10,0.71,3,5,1800,1800
2977,929,MPLS_0,121,15,1.42,10,15,6000,1800
2978,929,Internet,146,19,5.0,9,9,900,0
2979,930,MPLS_0,63,12,0.68,61,107,42700,3500
2980,930,Internet,200,12,1.0,35,35,3500,0
2981,931,MPLS_1,70,8,0.65,26,49,20800,3200
2982,931,MPLS_0,139,16,1.18,55,97,38500,2100
2983,931,Internet,169,19,4.0,50,50,5000,0
2984,932,MPLS_1,77,10,0.73,2,3,1200,6000
2985,932,MPLS_2,82,12,1.86,7,12,4900,4200
2986,932,Internet,168,16,6.0,7,7,700,0
2987,933,MPLS_1,65,11,0.57,6,9,4800,7200
2988,933,MPLS_0,92,13,1.56,28,53,22400,8000
2989,933,MPLS_2,73,12,0.65,6,9,4200,2800
2990,933,Internet,142,16,7.0,31,31,3100,0
2991,934,MPLS_2,129,12,1.1,238,373,142800,6000
2992,934,MPLS_0,74,11,0.51,48,84,33600,4900
2993,934,MPLS_1,81,8,0.69,51,82,35700,4200
2994,934,Internet,165,12,1.0,191,191,19100,0
2995,935,MPLS_1,138,13,1.62,9,17,4500,4500
2996,935,MPLS_2,76,9,0.42,4,6,2400,3000
2997,935,Internet,172,13,2.0,6,6,600,0
2998,936,MPLS_0,74,10,0.66,28,51,16800,4800
2999,936,MPLS_1,79,11,0.5,31,54,18600,4800
3000,936,MPLS_2,86,15,1.38,157,238,125600,7200
3001,936,Internet,141,14,7.0,89,89,8900,0
3002,937,MPLS_1,60,11,0.51,16,24,11200,4900
3003,937,MPLS_0,142,12,1.02,45,72,36000,8000
3004,937,Internet,174,17,3.0,39,39,3900,0
3005,938,MPLS_1,128,13,0.97,26,45,15600,3000
3006,938,MPLS_2,76,11,0.55,7,11,4200,1800
3007,938,Internet,209,17,4.0,19,19,1900,0
3008,939,MPLS_2,149,13,1.58,40,68,20000,1500
3009,939,MPLS_1,69,13,0.68,20,36,12000,5400
3010,939,Internet,152,19,10.0,48,48,4800,0
3011,940,MPLS_1,140,13,2.04,33,51,16500,3000
3012,940,MPLS_0,81,8,0.66,6,9,3000,4000
3013,940,MPLS_2,79,7,0.64,6,11,3600,1800
3014,940,Internet,206,19,4.0,34,34,3400,0
3015,941,MPLS_1,69,12,0.55,1,1,700,6300
3016,941,MPLS_2,87,11,0.7,1,1,700,4200
3017,941,MPLS_0,115,13,1.02,9,14,4500,1500
3018,941,Internet,183,16,2.0,5,5,500,0
3019,942,MPLS_0,79,11,0.62,6,10,3600,3000
3020,942,MPLS_1,97,12,1.82,32,56,19200,1800
3021,942,MPLS_2,85,8,0.78,6,10,4200,7000
3022,942,Internet,152,13,4.0,31,31,3100,0
3023,943,MPLS_2,85,9,0.77,35,69,24500,3500
3024,943,MPLS_1,78,11,0.42,37,58,22200,4800
3025,943,MPLS_0,127,13,1.4,160,261,96000,3600
3026,943,Internet,206,20,8.0,199,199,19900,0
3027,944,MPLS_0,80,10,0.67,223,412,133800,1800
3028,944,MPLS_2,86,12,1.88,559,1078,335400,1800
3029,944,Internet,170,18,9.0,414,414,41400,0
3030,945,MPLS_0,84,15,1.54,29,56,14500,1500
3031,945,MPLS_2,71,11,0.69,13,21,9100,5600
3032,945,Internet,213,19,6.0,34,34,3400,0
3033,946,MPLS_2,90,14,1.42,131,248,65500,1500
3034,946,MPLS_0,86,12,0.78,21,39,16800,7200
3035,946,MPLS_1,69,7,0.77,28,51,14000,4000
3036,946,Internet,204,13,2.0,84,84,8400,0
3037,947,MPLS_0,81,13,0.62,38,72,22800,4200
3038,947,Internet,168,20,7.0,34,34,3400,0
3039,948,MPLS_1,60,10,0.64,6,11,4200,2100
3040,948,MPLS_0,146,13,0.88,14,27,8400,4200
3041,948,Internet,146,17,7.0,8,8,800,0
3042,949,MPLS_0,84,16,1.23,38,59,22800,3000
3043,949,MPLS_2,84,10,0.63,14,25,11200,5600
3044,949,Internet,145,19,9.0,32,32,3200,0
3045,950,MPLS_0,146,12,1.79,38,60,22800,6000
3046,950,MPLS_2,63,8,0.69,13,25,10400,5600
3047,950,Internet,215,18,4.0,28,28,2800,0
3048,951,MPLS_2,89,13,1.35,8,14,4000,4000
3049,951,MPLS_1,84,10,0.49,3,5,2400,6400
3050,951,Internet,142,14,6.0,8,8,800,0
3051,952,MPLS_1,84,8,0.64,9,17,7200,7200
3052,952,MPLS_0,115,15,1.9,58,101,34800,6000
3053,952,MPLS_2,80,7,0.54,10,16,5000,3000
3054,952,Internet,209,13,10.0,53,53,5300,0
3055,953,MPLS_0,102,16,1.19,229,406,114500,4000
3056,953,MPLS_2,66,12,0.73,90,175,63000,2100
3057,953,Internet,198,14,4.0,143,143,14300,0
3058,954,MPLS_1,64,12,0.64,392,775,274400,6300
3059,954,Internet,172,19,8.0,180,180,18000,0
3060,955,MPLS_1,64,10,0.45,2,3,1000,5000
3061,955,MPLS_2,65,7,0.6,2,3,1000,2000
3062,955,MPLS_0,144,12,2.05,15,22,9000,1800
3063,955,Internet,200,20,3.0,12,12,1200,0
3064,956,MPLS_2,72,7,0.73,3,5,2100,2800
3065,956,MPLS_0,107,14,1.84,7,12,4200,3000
3066,956,Internet,197,15,3.0,8,8,800,0
3067,957,MPLS_1,85,10,0.76,11,19,6600,3000
3068,957,MPLS_0,103,13,2.09,41,63,32800,5600
3069,957,MPLS_2,70,13,0.41,10,17,8000,8000
3070,957,Internet,181,13,8.0,46,46,4600,0
3071,958,MPLS_0,84,13,0.47,106,164,53000,4500
3072,958,MPLS_2,85,14,1.59,241,370,144600,3000
3073,958,Internet,157,12,1.0,225,225,22500,0
3074,959,MPLS_2,88,10,0.75,3,5,2100,5600
3075,959,MPLS_0,99,14,0.82,10,15,6000,2400
3076,959,Internet,213,12,8.0,4,4,400,0
3077,960,MPLS_1,74,11,0.57,4,6,2000,2500
3078,960,MPLS_0,135,14,1.07,12,22,9600,6400
3079,960,Internet,146,15,8.0,8,8,800,0
3080,961,MPLS_1,88,8,0.47,10,18,6000,5400
3081,961,MPLS_0,100,14,1.36,26,44,18200,2800
3082,961,Internet,177,17,10.0,24,24,2400,0
3083,962,MPLS_2,129,12,1.17,19,30,9500,5000
3084,962,MPLS_1,85,8,0.45,4,6,3200,2400
3085,962,MPLS_0,74,9,0.54,4,7,2400,3000
3086,962,Internet,206,18,5.0,22,22,2200,0
3087,963,MPLS_0,102,16,1.68,28,49,16800,3000
3088,963,MPLS_2,84,11,0.5,14,22,9800,2100
3089,963,Internet,142,16,8.0,27,27,2700,0
3090,964,MPLS_1,79,12,0.73,17,32,8500,2500
3091,964,MPLS_0,65,8,0.54,17,27,10200,3000
3092,964,MPLS_2,124,16,1.01,60,105,48000,4800
3093,964,Internet,160,12,3.0,55,55,5500,0
3094,965,MPLS_0,93,14,1.33,105,169,84000,7200
3095,965,MPLS_2,74,11,0.56,35,58,21000,3600
3096,965,Internet,217,20,2.0,100,100,10000,0
3097,966,MPLS_2,145,13,1.82,71,114,35500,4500
3098,966,MPLS_0,68,11,0.59,25,38,15000,6000
3099,966,Internet,160,20,9.0,36,36,3600,0
3100,967,MPLS_1,116,15,1.72,37,57,29600,3200
3101,967,MPLS_0,61,8,0.67,18,27,14400,5600
3102,967,Internet,161,19,1.0,30,30,3000,0
3103,968,MPLS_1,61,10,0.64,3,4,1500,2000
3104,968,MPLS_0,85,13,1.2,11,20,6600,3600
3105,968,MPLS_2,73,12,0.54,3,4,2100,2800
3106,968,Internet,153,12,1.0,6,6,600,0
3107,969,MPLS_2,88,13,0.69,14,21,7000,5000
3108,969,MPLS_0,87,12,0.42,18,27,12600,2100
3109,969,MPLS_1,80,14,1.09,75,125,52500,6300
3110,969,Internet,217,15,10.0,45,45,4500,0
3111,970,MPLS_0,89,13,0.5,7,13,4200,3600
3112,970,MPLS_2,143,16,2.1,42,80,21000,2500
3113,970,MPLS_1,66,10,0.56,8,12,4000,3000
3114,970,Internet,167,20,3.0,20,20,2000,0
3115,971,MPLS_0,95,12,0.91,10,18,6000,3000
3116,971,MPLS_1,84,11,0.77,1,1,500,4500
3117,971,MPLS_2,73,9,0.7,2,3,1400,3500
3118,971,Internet,140,17,4.0,6,6,600,0
3119,972,MPLS_0,103,14,1.04,13,19,9100,2100
3120,972,MPLS_2,62,8,0.69,6,9,4200,4900
3121,972,Internet,189,12,1.0,17,17,1700,0
3122,973,MPLS_0,145,15,1.21,15,25,10500,7000
3123,973,MPLS_2,74,7,0.77,6,11,3000,4000
3124,973,Internet,148,18,9.0,12,12,1200,0
3125,974,MPLS_1,89,7,0.58,14,25,8400,4800
3126,974,MPLS_2,93,15,1.24,40,60,28000,7000
3127,974,Internet,159,16,7.0,44,44,4400,0
3128,975,MPLS_2,66,12,0.62,30,58,18000,5400
3129,975,MPLS_1,133,12,1.46,92,158,46000,3000
3130,975,Internet,178,20,6.0,66,66,6600,0
3131,976,MPLS_0,87,11,0.46,29,55,17400,3000
3132,976,MPLS_1,81,14,1.57,55,90,27500,4500
3133,976,Internet,148,20,9.0,36,36,3600,0
3134,977,MPLS_1,72,13,0.55,11,18,8800,3200
3135,977,MPLS_2,92,12,2.01,52,93,31200,3600
3136,977,MPLS_0,85,11,0.56,11,16,5500,3500
3137,977,Internet,212,16,7.0,57,57,5700,0
3138,978,MPLS_0,99,12,1.66,50,90,30000,4200
3139,978,MPLS_2,60,13,0.73,11,17,8800,7200
3140,978,MPLS_1,62,11,0.51,10,16,6000,4200
3141,978,Internet,143,15,9.0,47,47,4700,0
3142,979,MPLS_2,83,12,0.64,6,11,4200,7000
3143,979,MPLS_1,130,12,0.89,16,30,9600,2400
3144,979,Internet,173,13,4.0,12,12,1200,0
3145,980,MPLS_2,100,12,1.45,16,29,12800,2400
3146,980,MPLS_0,89,11,0.68,2,3,1200,1800
3147,980,MPLS_1,82,12,0.55,2,3,1200,1800
3148,980,Internet,169,19,7.0,16,16,1600,0
3149,981,MPLS_1,147,15,1.4,68,135,40800,4200
3150,981,MPLS_0,62,9,0.71,12,21,8400,6300
3151,981,MPLS_2,66,11,0.43,15,29,10500,6300
3152,981,Internet,162,18,6.0,56,56,5600,0
3153,982,MPLS_0,89,7,0.45,99,189,69300,4900
3154,982,Internet,191,17,10.0,37,37,3700,0
3155,983,MPLS_1,60,13,0.57,14,25,7000,4500
3156,983,MPLS_0,103,14,1.22,65,122,32500,4000
3157,983,MPLS_2,83,11,0.62,12,21,8400,2100
3158,983,Internet,140,19,7.0,67,67,6700,0
3159,984,MPLS_0,104,16,0.92,56,89,33600,3600
3160,984,MPLS_2,84,12,0.78,12,22,8400,2800
3161,984,MPLS_1,80,11,0.68,10,15,6000,6000
3162,984,Internet,190,19,6.0,55,55,5500,0
3163,985,MPLS_1,133,14,1.2,174,336,139200,4000
3164,985,MPLS_2,89,11,0.48,28,53,16800,2400
3165,985,MPLS_0,77,10,0.77,35,59,21000,1800
3166,985,Internet,166,16,8.0,165,165,16500,0
3167,986,MPLS_1,81,11,0.51,9,15,7200,7200
3168,986,MPLS_2,104,13,1.59,37,66,25900,6300
3169,986,MPLS_0,72,9,0.71,11,21,8800,5600
3170,986,Internet,208,16,2.0,48,48,4800,0
3171,987,MPLS_0,78,7,0.77,1,1,800,7200
3172,987,MPLS_1,63,7,0.59,1,1,700,2100
3173,987,MPLS_2,109,12,0.88,5,9,3000,4800
3174,987,Internet,151,18,10.0,4,4,400,0
3175,988,MPLS_1,122,13,0.84,23,35,18400,2400
3176,988,MPLS_0,73,12,0.44,9,16,5400,4200
3177,988,Internet,166,16,1.0,27,27,2700,0
3178,989,MPLS_1,90,15,1.17,18,35,10800,5400
3179,989,MPLS_2,61,8,0.6,5,8,2500,4000
3180,989,MPLS_0,67,10,0.42,4,7,2000,4000
3181,989,Internet,202,14,8.0,13,13,1300,0
3182,990,MPLS_0,82,9,0.69,70,129,42000,2400
3183,990,MPLS_2,151,14,1.03,169,333,135200,7200
3184,990,Internet,179,16,7.0,115,115,11500,0
3185,991,MPLS_1,86,12,0.66,2,3,1400,7000
3186,991,MPLS_2,111,12,1.79,8,12,6400,5600
3187,991,MPLS_0,80,13,0.55,2,3,1400,6300
3188,991,Internet,185,20,2.0,5,5,500,0
3189,992,MPLS_0,76,8,0.69,36,70,18000,4500
3190,992,MPLS_1,67,7,0.44,44,68,30800,7000
3191,992,MPLS_2,91,13,1.55,187,292,130900,2100
3192,992,Internet,143,14,1.0,120,120,12000,0
3193,993,MPLS_2,138,13,1.03,113,210,56500,2000
3194,993,MPLS_1,88,8,0.41,42,80,33600,2400
3195,993,Internet,159,15,3.0,85,85,8500,0
3196,994,MPLS_0,72,13,0.59,16,25,12800,3200
3197,994,MPLS_2,102,13,0.95,49,79,34300,4200
3198,994,Internet,149,12,8.0,29,29,2900,0
3199,995,MPLS_2,71,9,0.68,9,15,5400,1800
3200,995,MPLS_0,134,16,1.52,24,36,19200,3200
3201,995,Internet,178,13,2.0,24,24,2400,0
3202,996,MPLS_0,67,10,0.77,45,86,31500,2100
3203,996,MPLS_1,96,15,1.07,285,501,142500,4000
3204,996,MPLS_2,64,11,0.66,42,75,33600,8000
3205,996,Internet,172,19,4.0,219,219,21900,0
3206,997,MPLS_1,73,13,0.4,19,31,15200,4800
3207,997,MPLS_0,95,12,1.32,45,89,36000,2400
3208,997,Internet,182,13,6.0,38,38,3800,0
3209,998,MPLS_2,121,16,1.02,76,122,38000,4500
3210,998,MPLS_0,60,13,0.67,29,51,17400,5400
3211,998,Internet,176,19,6.0,70,70,7000,0
3212,999,MPLS_1,82,15,1.32,41,77,28700,4200
3213,999,MPLS_0,80,11,0.46,21,33,12600,4200
3214,999,Internet,141,18,7.0,56,56,5600,0
